carat,cut,color,clarity,depth,table,x,y,z,Expensive
0.33,Premium,H,IF,62.0,58.0,4.39,4.42,2.73,0
1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,1
1.64,Premium,I,SI2,61.3,58.0,7.62,7.58,4.66,1
0.3,Premium,H,VVS2,60.8,60.0,4.33,4.29,2.62,0
2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02,1
0.33,Ideal,F,VS1,61.6,55.0,4.46,4.47,2.76,0
0.91,Very Good,E,SI2,60.3,59.0,6.28,6.25,3.78,1
0.5,Premium,H,SI1,60.2,61.0,5.16,5.14,3.1,0
0.3,Good,H,VS1,63.2,59.0,4.31,4.27,2.71,0
1.01,Premium,I,SI1,61.8,62.0,6.51,6.45,3.8,1
1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,1
1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,1
0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,0
1.01,Premium,G,SI1,60.6,57.0,6.52,6.49,3.94,1
0.38,Ideal,H,VVS1,61.1,56.0,4.68,4.71,2.87,0
0.41,Ideal,E,VS1,61.4,55.0,4.8,4.84,2.96,0
0.54,Very Good,D,VS1,63.0,54.0,5.19,5.23,3.28,0
0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,0
2.21,Very Good,G,SI2,60.7,62.0,8.42,8.48,5.13,1
0.71,Premium,H,VVS2,61.5,62.0,5.74,5.68,3.51,0
1.31,Premium,I,SI2,59.1,59.0,7.2,7.15,4.24,1
2.3,Ideal,J,VS2,62.4,56.0,8.44,8.49,5.28,1
1.52,Premium,G,VS2,62.0,58.0,7.33,7.39,4.56,1
0.72,Ideal,G,VS1,61.8,55.0,5.81,5.83,3.55,1
0.37,Very Good,E,VS2,61.1,57.0,4.63,4.66,2.84,0
0.51,Good,F,SI1,64.0,57.0,5.01,5.06,3.22,0
1.01,Fair,H,SI2,64.5,54.0,6.26,6.15,4.0,1
1.0,Very Good,G,VS2,62.7,59.0,6.32,6.38,3.98,1
0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55,0
0.7,Premium,G,IF,60.0,59.0,5.75,5.79,3.46,1
0.91,Very Good,H,VS2,60.8,58.0,6.21,6.25,3.79,1
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,0
0.73,Ideal,E,VS1,62.3,56.0,5.8,5.75,3.6,1
1.0,Very Good,H,SI1,61.9,58.0,6.3,6.37,3.92,1
0.4,Ideal,E,VVS2,61.4,59.0,4.71,4.74,2.9,0
0.31,Ideal,F,VVS1,60.7,57.0,4.41,4.39,2.67,0
0.5,Very Good,G,SI1,62.1,56.0,5.05,5.09,3.15,0
0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33,0
0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,0
0.26,Ideal,E,VVS2,60.7,56.0,4.13,4.17,2.52,0
1.0,Good,F,VS2,63.7,59.0,6.32,6.27,4.01,1
0.32,Ideal,H,VVS2,62.2,54.0,4.42,4.46,2.76,0
0.26,Ideal,F,VS1,62.4,53.0,4.11,4.13,2.57,0
0.71,Ideal,H,IF,61.2,56.0,5.76,5.86,3.54,1
0.55,Ideal,F,VVS2,62.4,55.0,5.24,5.28,3.28,0
0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,1
1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,1
0.9,Very Good,I,VS2,58.7,60.0,6.28,6.35,3.71,1
1.27,Premium,H,VS2,62.1,60.0,6.94,6.88,4.29,1
0.27,Very Good,E,VVS2,60.9,58.0,4.14,4.17,2.53,0
1.2,Premium,E,VS2,62.2,59.0,6.82,6.78,4.23,1
0.41,Good,I,SI1,63.8,57.0,4.67,4.7,2.99,0
1.2,Fair,I,I1,66.7,57.0,6.57,6.05,4.37,0
1.23,Good,D,I1,63.7,58.0,6.72,6.79,4.3,1
0.34,Very Good,F,VVS2,59.6,60.0,4.54,4.59,2.72,0
2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19,1
0.3,Ideal,G,VVS1,61.8,56.0,4.34,4.37,2.69,0
0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02,0
1.01,Very Good,F,SI2,62.7,56.0,6.35,6.4,4.0,1
2.28,Premium,J,VS2,62.9,58.0,8.42,8.34,5.27,1
1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,0
0.4,Ideal,E,VVS2,62.3,54.0,4.74,4.76,2.96,0
2.24,Very Good,H,SI2,62.3,57.0,8.3,8.36,5.19,1
1.01,Good,H,SI1,63.7,56.0,6.34,6.33,4.08,1
0.35,Ideal,G,VVS2,61.0,57.0,4.54,4.58,2.78,0
1.0,Ideal,J,SI2,62.1,56.0,6.41,6.34,3.96,1
1.51,Very Good,I,IF,62.2,62.0,7.3,7.33,4.55,1
0.71,Ideal,D,SI2,61.6,55.0,5.74,5.76,3.54,0
0.32,Premium,E,IF,60.0,61.0,4.5,4.46,2.69,0
0.31,Ideal,F,IF,61.8,54.0,4.33,4.37,2.69,0
0.42,Ideal,D,VVS2,62.1,55.0,4.81,4.79,2.98,0
0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,0
0.52,Very Good,D,VS1,62.6,59.0,5.03,5.13,3.18,0
0.71,Fair,H,VS1,66.4,62.0,5.54,5.49,3.66,0
0.55,Ideal,G,VS2,61.2,56.8,5.28,5.31,3.24,0
0.7,Good,F,SI1,63.1,57.0,5.61,5.65,3.55,0
0.71,Very Good,G,VS2,61.3,59.0,5.72,5.76,3.52,0
1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,1
0.7,Fair,F,SI2,65.1,52.0,5.64,5.57,3.65,0
1.5,Very Good,F,SI1,62.6,60.0,7.18,7.27,4.52,1
1.02,Very Good,E,VVS1,62.2,57.0,6.4,6.59,4.04,1
0.32,Very Good,E,VVS1,59.0,61.0,4.44,4.47,2.63,0
1.02,Ideal,G,VVS2,62.1,54.0,6.54,6.51,4.05,1
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,1
0.73,Fair,J,VS1,64.6,60.0,5.68,5.59,3.64,0
1.51,Premium,J,SI2,59.7,62.0,7.46,7.42,4.44,1
0.53,Ideal,F,VS2,62.3,55.0,5.17,5.2,3.23,0
1.62,Premium,F,SI1,63.0,58.0,7.47,7.43,4.69,1
0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,0
0.76,Very Good,F,SI2,62.7,55.0,5.74,5.83,3.63,0
0.71,Very Good,G,SI1,62.8,55.0,5.68,5.73,3.58,0
0.32,Premium,E,VVS1,60.8,58.0,4.41,4.38,2.67,0
0.7,Ideal,H,SI1,61.1,58.0,5.69,5.7,3.48,0
1.0,Very Good,E,SI1,59.6,60.0,6.58,6.51,3.9,1
0.49,Premium,E,VS2,58.8,59.0,5.2,5.14,3.04,0
1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,1
0.34,Good,I,SI1,63.7,54.0,4.48,4.43,2.84,0
0.39,Ideal,E,VS1,62.0,54.0,4.68,4.71,2.91,0
0.5,Good,G,VVS2,63.8,56.0,5.06,5.03,3.22,0
0.41,Very Good,G,SI1,62.9,56.0,4.7,4.75,2.97,0
0.55,Ideal,H,VS2,61.8,54.0,5.28,5.3,3.27,0
0.64,Ideal,D,VVS1,61.5,56.0,5.57,5.59,3.43,1
0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,0
0.31,Premium,D,VS2,62.0,59.0,4.36,4.32,2.69,0
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,0
0.81,Fair,I,VS1,66.5,53.0,5.76,5.83,3.86,0
0.52,Ideal,G,VVS2,61.0,56.0,5.18,5.24,3.18,0
0.4,Premium,F,VVS1,60.2,59.0,4.76,4.74,2.86,0
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,1
0.71,Very Good,E,VS1,59.8,58.0,5.78,5.82,3.47,1
1.0,Good,G,VS2,62.7,58.0,6.24,6.33,3.94,1
1.51,Premium,G,VS1,63.0,59.0,7.24,7.19,4.55,1
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,0
0.52,Ideal,G,VVS2,61.5,56.0,5.2,5.18,3.19,0
0.24,Ideal,G,VVS1,62.0,56.0,3.97,4.01,2.47,0
0.52,Ideal,E,VS2,62.2,54.0,5.13,5.16,3.2,0
0.7,Ideal,F,SI1,60.8,57.0,5.73,5.71,3.48,0
0.51,Ideal,H,IF,61.8,56.0,5.1,5.13,3.2,0
1.56,Premium,E,SI2,62.4,60.0,7.41,7.36,4.61,1
1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,1
0.3,Very Good,H,VVS2,63.4,57.0,4.24,4.21,2.68,0
0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,0
2.01,Good,D,SI2,64.6,55.0,7.85,7.98,5.11,1
0.59,Very Good,E,VS2,62.3,55.0,5.39,5.43,3.37,0
0.31,Ideal,G,VVS2,60.8,56.0,4.4,4.38,2.67,0
2.19,Ideal,I,SI2,62.4,56.0,8.26,8.3,5.17,1
0.9,Ideal,G,SI1,62.1,56.0,6.2,6.16,3.84,1
1.08,Premium,F,SI2,62.6,56.0,6.61,6.55,4.12,1
0.74,Ideal,E,VVS2,61.9,57.0,5.79,5.81,3.59,1
0.5,Ideal,F,VS1,61.6,57.0,5.07,5.09,3.13,0
0.31,Very Good,D,SI1,62.9,57.0,4.27,4.32,2.7,0
0.7,Ideal,H,VS2,61.5,56.0,5.71,5.73,3.52,1
1.0,Very Good,F,SI2,62.4,56.0,6.31,6.35,3.95,1
1.35,Ideal,G,VS1,62.2,57.0,7.09,7.05,4.4,1
2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,1
0.4,Ideal,I,VVS1,60.5,57.0,4.79,4.76,2.89,0
0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17,0
1.47,Very Good,H,SI1,62.9,58.0,7.18,7.23,4.53,1
1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,1
0.4,Premium,D,SI2,61.6,59.0,4.74,4.68,2.9,0
0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,1
0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,0
0.3,Ideal,G,VS1,61.9,56.0,4.34,4.29,2.67,0
0.6,Ideal,H,SI1,61.4,55.0,5.46,5.49,3.36,0
0.32,Ideal,G,VS1,61.3,55.0,4.45,4.43,2.72,0
0.91,Premium,G,VS1,62.5,61.0,6.17,6.05,3.82,1
1.01,Very Good,D,VS2,62.9,58.0,6.35,6.41,4.01,1
0.4,Very Good,E,SI1,63.2,56.0,4.69,4.65,2.95,0
0.8,Very Good,H,VS2,61.2,53.0,5.98,6.05,3.68,0
0.5,Ideal,G,VVS2,62.3,56.0,5.09,5.05,3.16,0
0.52,Premium,E,VS1,61.6,58.0,5.18,5.14,3.18,0
1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,1
0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,0
0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,0
1.03,Ideal,D,SI2,61.8,56.0,6.46,6.51,4.01,1
0.55,Premium,E,SI1,61.0,61.0,5.3,5.25,3.22,0
0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,0
0.33,Very Good,G,VVS2,61.5,62.0,4.39,4.43,2.71,0
1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,1
0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,1
0.4,Premium,E,SI1,62.2,58.0,4.74,4.71,2.94,0
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,0
0.82,Premium,H,SI2,59.5,62.0,6.13,6.07,3.63,0
0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,0
1.01,Ideal,G,SI1,63.1,53.0,6.36,6.42,4.03,1
1.0,Premium,H,VVS2,60.3,59.0,6.46,6.41,3.88,1
1.03,Very Good,G,SI2,59.2,63.0,6.55,6.6,3.89,1
1.11,Very Good,E,SI2,62.0,58.0,6.61,6.68,4.12,1
0.7,Ideal,F,VS2,61.2,58.0,5.99,6.03,3.68,1
0.3,Premium,E,VS1,61.3,59.0,4.33,4.28,2.64,0
1.5,Ideal,G,SI2,60.5,57.0,7.4,7.43,4.49,1
0.46,Ideal,G,VVS2,62.4,54.4,4.93,4.98,3.09,0
2.16,Very Good,F,SI2,62.4,59.0,8.28,8.33,5.18,1
0.4,Ideal,D,VS1,60.6,56.0,4.78,4.82,2.91,0
1.03,Ideal,G,VVS1,62.4,57.0,6.47,6.39,4.01,1
0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,0
1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,1
1.93,Fair,F,VS1,58.9,62.0,8.17,7.97,4.75,1
0.78,Premium,F,SI2,60.6,57.0,5.98,5.94,3.61,0
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,0
1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,1
1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,1
0.3,Very Good,G,VS1,62.8,59.0,4.23,4.27,2.67,0
0.5,Ideal,E,VS2,63.0,54.0,5.09,5.04,3.19,0
0.24,Very Good,E,VVS2,58.9,63.0,4.05,4.07,2.39,0
0.82,Ideal,F,VS2,61.3,56.0,6.02,6.05,3.7,1
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,0
0.4,Premium,F,VS2,61.6,58.0,4.75,4.8,2.94,0
0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,0
1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,1
0.3,Ideal,H,VS1,61.5,57.0,4.27,4.31,2.64,0
0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,0
1.25,Premium,J,SI2,61.3,58.0,6.98,6.95,4.27,1
0.54,Very Good,G,SI1,63.2,58.0,5.15,5.16,3.26,0
0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,0
1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02,1
0.53,Very Good,G,SI1,61.2,55.0,5.21,5.34,3.23,0
0.4,Ideal,F,VS2,61.0,62.0,4.71,4.74,2.88,0
0.41,Ideal,G,VS1,62.4,57.0,4.7,4.75,2.95,0
0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87,0
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,0
0.35,Good,F,SI1,63.6,54.0,4.52,4.51,2.87,0
1.0,Very Good,H,SI2,59.7,58.0,6.48,6.55,3.89,1
1.54,Ideal,H,SI2,60.9,56.4,7.43,7.45,4.53,1
1.17,Premium,D,VS1,61.7,59.0,6.77,6.72,4.16,1
0.64,Very Good,D,SI1,62.2,55.0,5.51,5.55,3.44,0
0.51,Good,G,VS2,63.9,56.0,5.1,5.07,3.25,0
0.37,Good,F,SI1,63.7,55.0,4.55,4.59,2.91,0
0.76,Very Good,F,VVS2,61.8,58.0,5.76,5.85,3.65,1
1.51,Good,E,SI2,63.2,56.0,7.26,7.32,4.61,1
0.31,Premium,J,SI1,62.7,59.0,4.32,4.29,2.7,0
1.58,Ideal,H,SI1,61.4,56.0,7.53,7.46,4.6,1
0.7,Good,E,SI1,63.2,57.0,5.61,5.63,3.55,0
1.51,Good,G,VS1,63.1,60.0,7.24,7.3,4.59,1
1.02,Good,H,SI1,57.1,61.0,6.57,6.66,3.78,1
1.52,Premium,G,VS1,61.2,60.0,7.37,7.4,4.52,1
0.53,Ideal,G,SI1,62.7,55.0,5.15,5.19,3.24,0
1.0,Good,D,SI1,64.1,57.0,6.32,6.29,4.04,1
0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,0
0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,0
0.33,Ideal,G,VVS1,61.7,54.0,4.48,4.47,2.76,0
0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2,0
2.04,Premium,J,VS1,62.6,58.0,8.11,8.06,5.06,1
0.3,Ideal,F,VS2,62.3,57.0,4.3,4.33,2.69,0
0.64,Ideal,G,SI2,62.2,53.0,5.54,5.56,3.45,0
0.33,Premium,I,VS2,61.1,59.0,4.44,4.4,2.7,0
1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,1
0.56,Premium,F,VVS1,61.1,56.0,5.41,5.3,3.27,0
1.02,Fair,D,SI1,66.4,60.0,6.29,6.21,4.15,1
1.02,Ideal,I,VS2,62.8,57.0,6.45,6.39,4.03,1
0.44,Premium,F,VS1,61.2,61.0,4.88,4.83,2.97,0
0.5,Premium,D,SI1,62.4,60.0,5.07,5.09,3.17,0
0.32,Ideal,G,IF,61.7,54.0,4.39,4.42,2.72,0
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,1
0.91,Premium,J,SI1,59.5,62.0,6.4,6.18,3.74,0
0.42,Premium,E,SI1,62.0,58.0,4.85,4.82,3.0,0
1.12,Ideal,E,VS2,61.9,56.0,6.65,6.68,4.13,1
0.54,Very Good,F,VVS2,63.2,54.0,5.2,5.18,3.28,0
0.7,Good,E,SI2,62.2,63.0,5.65,5.6,3.5,0
0.31,Premium,J,VS2,62.4,60.0,4.29,4.33,2.69,0
0.9,Premium,D,SI2,62.5,59.0,6.18,6.13,3.85,1
1.02,Good,H,SI1,63.4,57.0,6.36,6.42,4.05,1
1.52,Ideal,G,VVS1,61.4,57.0,7.4,7.38,4.54,1
2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,1
0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75,0
0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,0
0.7,Ideal,E,VS2,61.8,55.0,4.33,4.35,2.68,0
0.59,Premium,G,SI1,59.8,58.0,5.48,5.43,3.26,0
0.54,Premium,E,SI1,61.6,61.0,5.23,5.2,3.21,0
0.7,Ideal,H,VVS2,62.5,56.0,5.7,5.63,3.54,0
0.7,Very Good,F,SI2,60.9,58.0,5.7,5.77,3.49,0
0.41,Ideal,E,VS1,61.6,54.0,4.77,4.8,2.95,0
1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,1
0.33,Ideal,F,IF,61.2,56.0,4.47,4.49,2.74,0
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,0
0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,1
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,1
1.52,Good,F,VS2,57.8,59.0,7.58,7.5,4.36,1
0.51,Ideal,G,VS1,60.2,56.0,5.18,5.24,3.14,0
0.2,Premium,E,VS2,59.0,60.0,3.81,3.78,2.24,0
0.71,Very Good,J,VS2,62.3,57.0,5.65,5.69,3.53,0
0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,0
1.18,Premium,H,SI1,61.8,58.0,6.74,6.79,4.18,1
1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,1
2.02,Ideal,G,SI2,63.5,54.0,7.96,8.02,5.07,1
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,1
0.61,Premium,H,SI1,61.2,58.0,5.45,5.43,3.33,0
2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,1
0.59,Ideal,D,SI2,62.3,55.0,5.41,5.38,3.36,0
1.01,Very Good,I,VS1,62.2,60.0,6.39,6.35,3.96,1
0.71,Ideal,E,VS1,60.4,56.0,5.8,5.85,3.52,1
0.7,Ideal,D,VS2,61.4,57.0,5.27,5.31,3.25,0
1.24,Good,H,VS2,58.3,58.0,7.09,7.15,4.15,1
0.33,Very Good,G,VS2,59.3,61.0,4.49,4.51,2.67,0
0.32,Good,D,SI2,64.1,54.0,4.34,4.37,2.79,0
1.07,Very Good,G,SI1,63.1,59.0,6.49,6.45,4.08,1
0.32,Ideal,D,VS2,62.0,55.0,4.42,4.38,2.73,0
0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,0
1.04,Premium,F,SI2,62.6,58.0,6.49,6.44,4.05,1
0.4,Very Good,G,SI1,63.2,58.0,4.7,4.61,2.94,0
0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17,0
0.71,Ideal,D,VS2,60.9,56.0,5.76,5.79,3.52,1
1.01,Very Good,I,SI1,62.1,58.0,6.38,6.44,3.98,1
0.33,Premium,I,VVS2,61.5,58.0,4.43,4.45,2.73,0
0.54,Ideal,G,VVS2,61.0,56.0,5.25,5.3,3.22,0
2.02,Premium,G,SI1,61.8,58.0,8.16,8.1,4.94,1
0.7,Premium,F,VVS2,62.2,58.0,5.72,5.66,3.54,0
0.51,Good,D,VS2,63.7,57.0,5.0,5.05,3.2,0
0.43,Ideal,E,SI1,62.6,56.0,4.82,4.79,3.01,0
0.4,Premium,F,VS2,62.6,58.0,4.72,4.68,2.94,0
0.53,Premium,H,VS2,59.1,59.0,5.33,5.26,3.13,0
1.51,Very Good,J,VS1,61.2,63.0,7.31,7.24,4.45,1
0.38,Premium,H,VS2,63.0,56.0,4.61,4.57,2.89,0
1.51,Fair,D,VS2,66.0,57.0,7.17,7.08,4.7,1
0.29,Very Good,F,VVS2,60.8,63.0,4.28,4.31,2.61,0
1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,1
1.01,Very Good,G,VS2,62.4,58.0,6.37,6.41,3.99,1
1.17,Ideal,G,SI2,62.0,55.0,6.81,6.74,4.2,1
1.7,Premium,I,VS2,61.9,56.0,7.55,7.5,4.66,1
0.8,Ideal,F,VS2,62.0,55.0,5.93,6.0,3.7,1
2.22,Fair,J,I1,66.7,56.0,8.04,8.02,5.36,1
0.7,Premium,H,SI1,61.9,59.0,5.67,5.74,3.53,0
0.58,Ideal,H,VVS1,61.6,56.0,5.35,5.39,3.31,0
1.03,Ideal,H,VVS2,62.2,55.0,6.43,6.49,4.03,1
1.0,Very Good,F,VS1,59.8,58.0,6.49,6.53,3.89,1
0.5,Ideal,D,SI2,61.0,57.0,5.15,5.12,3.13,0
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,0
0.71,Ideal,H,VVS2,61.7,57.0,5.68,5.73,3.53,1
0.7,Ideal,D,VS1,62.6,58.0,5.64,5.67,3.54,1
1.02,Premium,F,SI2,62.5,58.0,6.4,6.47,4.02,1
0.3,Good,H,SI1,61.8,56.0,4.22,4.2,2.68,0
1.13,Ideal,H,SI2,62.1,55.0,6.65,6.68,4.14,1
2.01,Premium,H,SI1,62.7,59.0,8.03,8.08,5.05,1
2.32,Premium,F,SI2,62.5,59.0,8.51,8.44,5.3,1
1.02,Ideal,G,VS2,62.5,55.0,6.43,6.49,4.04,1
2.0,Ideal,H,I1,62.5,57.0,8.05,7.98,5.01,1
0.87,Very Good,I,SI1,61.8,55.8,6.07,6.1,3.87,0
1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,1
0.28,Very Good,F,VVS2,61.1,57.0,4.24,4.27,2.6,0
0.5,Ideal,H,SI1,62.1,58.0,5.04,5.07,3.14,0
0.37,Ideal,H,SI1,60.9,57.0,4.63,4.67,2.83,0
0.33,Ideal,D,VS2,61.5,56.0,4.47,4.5,2.76,0
0.53,Very Good,D,SI1,60.9,59.0,5.18,5.2,3.16,0
0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,0
0.39,Ideal,D,VVS2,61.8,57.0,4.71,4.67,2.9,0
0.31,Ideal,G,VS2,61.4,56.0,4.34,4.36,2.67,0
0.31,Premium,H,VS2,62.5,60.0,4.36,4.31,2.71,0
0.41,Ideal,I,VVS2,62.3,56.0,4.77,4.73,2.96,0
0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,0
0.71,Ideal,F,VS1,60.4,57.0,5.78,5.81,3.5,1
0.7,Very Good,J,SI1,62.0,56.0,5.66,5.72,3.53,0
0.37,Very Good,G,IF,61.8,56.0,4.6,4.64,2.85,0
1.55,Fair,H,SI2,64.6,58.0,7.28,7.21,4.68,1
0.52,Ideal,H,VS1,61.4,56.0,5.2,5.23,3.2,0
1.27,Premium,I,SI2,61.4,59.0,6.98,6.94,4.27,1
0.31,Ideal,D,VS2,60.4,56.0,4.39,4.42,2.66,0
0.31,Premium,G,IF,61.6,55.0,4.42,4.38,2.71,0
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,0
2.12,Ideal,I,SI1,62.2,57.0,8.21,8.14,5.08,1
1.22,Premium,I,SI1,62.1,59.0,6.8,6.86,4.24,1
0.3,Ideal,F,VS2,61.3,55.0,4.32,4.3,2.64,0
1.11,Good,J,IF,58.3,62.0,6.77,6.84,3.97,1
1.0,Good,E,SI2,62.1,61.0,6.36,6.4,3.96,1
0.33,Ideal,G,IF,61.6,55.0,4.48,4.51,2.77,0
1.29,Very Good,G,VS2,58.7,58.0,7.11,7.27,4.22,1
0.38,Premium,I,VS2,62.5,58.0,4.58,4.61,2.87,0
1.01,Good,F,SI2,63.9,54.0,6.33,6.44,4.08,1
0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,0
0.72,Ideal,I,VVS2,61.6,57.0,5.73,5.76,3.54,0
1.04,Very Good,H,I1,61.6,61.0,6.45,6.47,3.98,1
0.98,Ideal,F,SI1,62.7,55.0,6.37,6.27,3.96,1
0.7,Very Good,G,VS2,59.3,60.0,5.77,5.83,3.43,0
0.3,Very Good,G,VVS1,62.8,58.0,4.27,4.3,2.69,0
0.93,Fair,H,SI1,64.6,58.0,6.13,6.07,3.94,1
1.51,Fair,H,SI1,55.8,61.0,7.72,7.63,4.28,1
0.31,Ideal,F,VVS1,61.8,56.0,4.34,4.36,2.69,0
1.64,Very Good,J,SI2,62.5,58.0,7.48,7.56,4.7,1
1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,1
1.13,Ideal,I,SI2,62.0,55.0,6.68,6.7,4.15,1
1.0,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,1
0.24,Ideal,E,VVS2,61.7,58.0,3.96,4.01,2.46,0
0.36,Premium,G,IF,62.5,60.0,4.53,4.49,2.82,0
1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,1
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,0
0.25,Good,F,VVS1,61.8,60.0,4.1,4.12,2.43,0
0.31,Premium,E,VS2,60.8,58.0,4.35,4.37,2.65,0
1.01,Fair,H,SI1,65.3,61.0,6.23,6.18,4.05,1
2.33,Very Good,I,SI1,60.7,56.0,8.55,8.61,5.21,1
0.36,Ideal,D,VS1,61.7,55.0,4.59,4.62,2.84,0
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,0
0.35,Very Good,D,VVS2,60.0,58.0,4.57,4.59,2.75,0
0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,0
0.54,Ideal,I,VS2,61.9,56.0,5.2,5.26,3.24,0
0.3,Premium,D,VS2,61.0,60.0,4.33,4.29,2.63,0
0.41,Ideal,E,VS1,61.4,55.0,4.84,4.8,2.96,0
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,1
0.45,Ideal,J,VVS1,61.9,56.0,4.93,4.95,3.06,0
0.32,Ideal,F,VS1,61.9,56.0,4.39,4.43,2.73,0
0.31,Good,D,SI1,63.8,57.0,4.33,4.29,2.75,0
0.55,Ideal,E,VS1,62.2,55.0,5.26,5.22,3.26,0
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,1
